Request_ID,Request_Timestamp,Request_Time,Day_Of_Week,Pickup_Area,Traffic_Level,Drivers_Available,Ride_Type,Weather,Wait_Time_Minutes
R019384,2025-05-22 11:13:00,11:13,Thursday,Industrial,Medium,8.0,Standard,Clear,17.0
R019385,2025-07-09 21:37:00,21:37,Wednesday,Residential,Medium,14.0,Standard,Clear,14.0
R019386,2025-06-16 02:38:00,02:38,Monday,Airport,Low,10.0,Shared,Stormy,23.0
R019387,2025-05-04 16:44:00,16:44,Sunday,Suburb,High,6.0,Standard,Clear,27.0
R019388,2025-06-03 06:09:00,06:09,Tuesday,Residential,Medium,9.0,Standard,Clear,17.0
R019389,2025-06-20 11:08:00,11:08,Friday,Mall,Medium,7.0,Standard,Clear,14.0
R019390,2025-05-27 14:01:00,14:01,Tuesday,Suburb,Medium,6.0,Shared,Clear,18.0
R019391,2025-05-22 10:39:00,10:39,Thursday,City_Center,Medium,15.0,Standard,Clear,13.0
R019392,2025-06-23 00:35:00,00:35,Monday,City_Center,Low,15.0,Standard,Clear,12.0
R019393,2025-05-16 04:13:00,04:13,Friday,Residential,Low,7.0,Standard,Clear,15.0
R019394,2025-06-26 22:36:00,22:36,Thursday,City_Center,Low,15.0,Standard,Clear,7.0
R019395,2025-07-08 13:23:00,13:23,Tuesday,Suburb,Medium,12.0,Standard,Clear,17.0
R019396,2025-06-28 19:06:00,19:06,Saturday,Suburb,High,12.0,Premium,Clear,19.0
R019397,2025-06-10 18:18:00,18:18,Tuesday,Suburb,High,14.0,Standard,Stormy,28.0
R019398,2025-06-02 07:27:00,07:27,Monday,Industrial,High,15.0,Standard,Clear,15.0
R019399,2025-06-14 12:36:00,12:36,Saturday,Residential,Medium,20.0,Standard,Clear,10.0
R019400,2025-07-08 13:10:00,13:10,Tuesday,Airport,Medium,13.0,Standard,Rainy,19.0
R019401,2025-05-23 09:35:00,09:35,Friday,Residential,High,14.0,Premium,Clear,20.0
R019402,2025-06-15 12:29:00,12:29,Sunday,Residential,Medium,10.0,Premium,Clear,15.0
R019403,2025-06-01 23:59:00,23:59,Sunday,City_Center,Low,17.0,Premium,Clear,8.0
R019404,2025-06-21 10:48:00,10:48,Saturday,Airport,Medium,17.0,Standard,Clear,15.0
R019405,2025-07-17 20:31:00,20:31,Thursday,Industrial,Medium,16.0,Standard,Clear,15.0
R019406,2025-06-02 10:31:00,10:31,Monday,Industrial,Medium,9.0,Premium,Rainy,21.0
R019407,2025-07-08 02:57:00,02:57,Tuesday,Residential,Low,5.0,Standard,Rainy,19.0
R019408,2025-06-26 06:16:00,06:16,Thursday,Industrial,Medium,9.0,Premium,Clear,17.0
R019409,2025-06-04 18:08:00,18:08,Wednesday,Suburb,High,10.0,Shared,Clear,21.0
R019410,2025-06-23 12:04:00,12:04,Monday,University,Medium,9.0,Premium,Clear,12.0
R019411,2025-06-27 14:25:00,14:25,Friday,Airport,Medium,15.0,Premium,Clear,16.0
R019412,2025-07-25 05:18:00,05:18,Friday,Suburb,Low,3.0,Standard,Clear,20.0
R019413,2025-07-09 14:44:00,14:44,Wednesday,Mall,Medium,16.0,Standard,Clear,14.0
R019414,2025-06-25 04:43:00,04:43,Wednesday,Airport,Low,9.0,Standard,Clear,11.0
R019415,2025-05-04 09:16:00,09:16,Sunday,Residential,High,16.0,Standard,Clear,20.0
R019416,2025-07-05 01:17:00,01:17,Saturday,Airport,Low,10.0,Standard,Rainy,22.0
R019417,2025-05-09 22:01:00,22:01,Friday,Airport,Low,13.0,Shared,Rainy,13.0
R019418,2025-05-19 22:15:00,22:15,Monday,Residential,Low,10.0,Standard,Rainy,14.0
R019419,2025-07-02 22:52:00,22:52,Wednesday,Mall,Low,23.0,Shared,Clear,10.0
R019420,2025-06-29 20:36:00,20:36,Sunday,City_Center,Medium,24.0,Premium,Clear,11.0
R019421,2025-06-20 23:00:00,23:00,Friday,Industrial,Low,10.0,Standard,Clear,11.0
R019422,2025-07-12 19:31:00,19:31,Saturday,Suburb,High,9.0,Standard,Clear,20.0
R019423,2025-05-05 04:14:00,04:14,Monday,Industrial,Low,3.0,Standard,Rainy,21.0
R019424,2025-05-16 10:33:00,10:33,Friday,City_Center,Medium,18.0,Shared,Clear,13.0
R019425,2025-07-29 13:19:00,13:19,Tuesday,Suburb,Medium,7.0,Standard,Clear,17.0
R019426,2025-05-07 01:45:00,01:45,Wednesday,Suburb,Low,5.0,Premium,Stormy,29.0
R019427,2025-05-02 10:53:00,10:53,Friday,Residential,Medium,13.0,Standard,Clear,13.0
R019428,2025-07-17 08:12:00,08:12,Thursday,City_Center,High,14.0,Standard,Stormy,24.0
R019429,2025-05-31 09:43:00,09:43,Saturday,Residential,High,10.0,Standard,Clear,20.0
R019430,2025-07-25 04:21:00,04:21,Friday,Airport,Low,16.0,Standard,Clear,10.0
R019431,2025-06-02 04:33:00,04:33,Monday,University,Low,9.0,Standard,Clear,16.0
R019432,2025-06-09 16:56:00,16:56,Monday,City_Center,High,21.0,Standard,Clear,16.0
R019433,2025-06-28 19:57:00,19:57,Saturday,Residential,High,9.0,Premium,Clear,18.0
R019434,2025-07-22 21:48:00,21:48,Tuesday,Suburb,Medium,15.0,Premium,Rainy,18.0
R019435,2025-05-06 09:24:00,09:24,Tuesday,City_Center,High,14.0,Standard,Clear,12.0
R019436,2025-06-15 05:20:00,05:20,Sunday,Residential,Low,8.0,Premium,Clear,18.0
R019437,2025-06-09 15:45:00,15:45,Monday,Suburb,Medium,14.0,Standard,Clear,14.0
R019438,2025-06-12 11:42:00,11:42,Thursday,Mall,Medium,15.0,Standard,Rainy,17.0
R019439,2025-07-13 07:03:00,07:03,Sunday,City_Center,High,17.0,Premium,Clear,18.0
R019440,2025-05-12 17:32:00,17:32,Monday,Residential,High,15.0,Premium,Clear,21.0
R019441,2025-07-29 03:02:00,03:02,Tuesday,City_Center,Low,18.0,Standard,Clear,10.0
R019442,2025-05-04 01:38:00,01:38,Sunday,Suburb,Low,4.0,Standard,Clear,16.0
R019443,2025-06-28 00:00:00,00:00,Saturday,City_Center,Low,9.0,Premium,Clear,13.0
R019444,2025-06-18 10:33:00,10:33,Wednesday,Residential,Medium,7.0,Shared,Clear,14.0
R019445,2025-05-05 01:09:00,01:09,Monday,City_Center,Low,20.0,Shared,Clear,12.0
R019446,2025-05-24 07:46:00,07:46,Saturday,University,High,14.0,Standard,Clear,19.0
R019447,2025-06-04 13:52:00,13:52,Wednesday,Mall,Medium,16.0,Shared,Clear,11.0
R019448,2025-05-05 12:06:00,12:06,Monday,Airport,Medium,16.0,Standard,Clear,12.0
R019449,2025-05-05 09:21:00,09:21,Monday,Mall,High,13.0,Standard,Rainy,22.0
R019450,2025-07-11 23:04:00,23:04,Friday,Mall,Low,11.0,Shared,Clear,10.0
R019451,2025-06-24 12:15:00,12:15,Tuesday,University,Medium,14.0,Standard,Clear,10.0
R019452,2025-07-04 07:40:00,07:40,Friday,Suburb,High,7.0,Shared,Rainy,29.0
R019453,2025-07-05 01:28:00,01:28,Saturday,City_Center,Low,9.0,Premium,Clear,16.0
R019454,2025-05-07 13:55:00,13:55,Wednesday,University,Medium,8.0,Standard,Clear,15.0
R019455,2025-05-15 16:04:00,16:04,Thursday,City_Center,High,22.0,Standard,Rainy,18.0
R019456,2025-07-17 17:29:00,17:29,Thursday,City_Center,High,27.0,Standard,Rainy,22.0
R019457,2025-07-16 07:57:00,07:57,Wednesday,Residential,High,15.0,Standard,Stormy,20.0
R019458,2025-06-13 04:33:00,04:33,Friday,City_Center,Low,6.0,Shared,Clear,14.0
R019459,2025-05-29 20:26:00,20:26,Thursday,Airport,Medium,16.0,Premium,Rainy,17.0
R019460,2025-05-02 14:09:00,14:09,Friday,Suburb,Medium,7.0,Standard,Clear,17.0
R019461,2025-06-27 15:55:00,15:55,Friday,University,Medium,5.0,Standard,Clear,11.0
R019462,2025-07-10 22:47:00,22:47,Thursday,Residential,Low,11.0,Standard,Stormy,20.0
R019463,2025-05-10 15:09:00,15:09,Saturday,Residential,Medium,9.0,Standard,Rainy,19.0
R019464,2025-07-23 00:49:00,00:49,Wednesday,Suburb,Low,3.0,Standard,Rainy,25.0
R019465,2025-07-28 16:22:00,16:22,Monday,University,High,7.0,Standard,Rainy,21.0
R019466,2025-06-24 07:05:00,07:05,Tuesday,Mall,High,13.0,Standard,Clear,14.0
R019467,2025-07-29 09:26:00,09:26,Tuesday,Suburb,High,9.0,Standard,Clear,20.0
R019468,2025-06-11 21:52:00,21:52,Wednesday,Mall,Medium,23.0,Premium,Clear,13.0
R019469,2025-07-09 18:51:00,18:51,Wednesday,Industrial,High,13.0,Standard,Clear,20.0
R019470,2025-07-07 18:13:00,18:13,Monday,Airport,High,14.0,Standard,Rainy,22.0
R019471,2025-07-11 19:47:00,19:47,Friday,City_Center,High,23.0,Premium,Clear,16.0
R019472,2025-05-13 10:22:00,10:22,Tuesday,Airport,Medium,13.0,Standard,Clear,16.0
R019473,2025-06-06 18:33:00,18:33,Friday,Suburb,High,19.0,Standard,Rainy,25.0
R019474,2025-05-08 11:56:00,11:56,Thursday,Residential,Medium,13.0,Standard,Rainy,16.0
R019475,2025-06-09 12:16:00,12:16,Monday,City_Center,Medium,21.0,Standard,Clear,12.0
R019476,2025-05-09 21:51:00,21:51,Friday,Industrial,Medium,13.0,Standard,Clear,18.0
R019477,2025-07-17 19:33:00,19:33,Thursday,Suburb,High,14.0,Standard,Clear,26.0
R019478,2025-06-29 14:30:00,14:30,Sunday,City_Center,Medium,18.0,Standard,Clear,11.0
R019479,2025-07-14 21:21:00,21:21,Monday,City_Center,Medium,16.0,Shared,Clear,15.0
R019480,2025-07-28 17:51:00,17:51,Monday,Airport,High,15.0,Standard,Clear,15.0
R019481,2025-07-26 18:04:00,18:04,Saturday,Suburb,High,9.0,Standard,Clear,26.0
R019482,2025-05-10 23:08:00,23:08,Saturday,Residential,Low,11.0,Standard,Clear,13.0
R019483,2025-07-10 12:17:00,12:17,Thursday,City_Center,Medium,21.0,Standard,Rainy,16.0
R019484,2025-07-16 03:20:00,03:20,Wednesday,City_Center,Low,12.0,Standard,Rainy,19.0
R019485,2025-05-22 04:44:00,04:44,Thursday,Suburb,Low,4.0,Standard,Clear,18.0
R019486,2025-06-25 23:05:00,23:05,Wednesday,City_Center,Low,12.0,Premium,Clear,9.0
R019487,2025-06-15 03:43:00,03:43,Sunday,City_Center,Low,7.0,Standard,Clear,13.0
R019488,2025-05-18 19:55:00,19:55,Sunday,Suburb,High,18.0,Standard,Rainy,22.0
R019489,2025-07-12 03:28:00,03:28,Saturday,University,Low,3.0,Standard,Rainy,20.0
R019490,2025-07-25 12:18:00,12:18,Friday,Suburb,Medium,15.0,Standard,Clear,19.0
R019491,2025-06-28 02:46:00,02:46,Saturday,Airport,Low,9.0,Standard,Clear,15.0
R019492,2025-06-30 08:38:00,08:38,Monday,Mall,High,20.0,Premium,Clear,14.0
R019493,2025-06-21 13:45:00,13:45,Saturday,Suburb,Medium,7.0,Premium,Rainy,16.0
R019494,2025-05-09 23:50:00,23:50,Friday,City_Center,Low,24.0,Premium,Clear,4.0
R019495,2025-07-02 03:03:00,03:03,Wednesday,Suburb,Low,4.0,Standard,Clear,19.0
R019496,2025-07-03 07:54:00,07:54,Thursday,Residential,High,12.0,Standard,Clear,21.0
R019497,2025-05-14 02:43:00,02:43,Wednesday,University,Low,11.0,Standard,Clear,16.0
R019498,2025-07-15 03:38:00,03:38,Tuesday,Airport,Low,11.0,Premium,Clear,14.0
R019499,2025-05-17 07:40:00,07:40,Saturday,City_Center,High,16.0,Standard,Clear,14.0
R019500,2025-05-17 09:33:00,09:33,Saturday,Airport,High,6.0,Standard,Clear,24.0
R019501,2025-06-20 06:43:00,06:43,Friday,Industrial,Medium,8.0,Standard,Clear,18.0
R019502,2025-06-25 03:02:00,03:02,Wednesday,University,Low,5.0,Shared,Clear,13.0
R019503,2025-05-24 16:45:00,16:45,Saturday,City_Center,High,16.0,Shared,Clear,19.0
R019504,2025-07-16 09:57:00,09:57,Wednesday,City_Center,High,15.0,Standard,Clear,15.0
R019505,2025-06-05 05:27:00,05:27,Thursday,City_Center,Low,12.0,Standard,Clear,11.0
R019506,2025-07-01 00:11:00,00:11,Tuesday,Industrial,Low,5.0,Shared,Rainy,19.0
R019507,2025-05-18 23:53:00,23:53,Sunday,Industrial,Low,10.0,Standard,Rainy,18.0
R019508,2025-06-24 12:58:00,12:58,Tuesday,Airport,Medium,10.0,Standard,Clear,15.0
R019509,2025-06-11 19:09:00,19:09,Wednesday,Airport,High,16.0,Standard,Clear,18.0
R019510,2025-07-04 09:12:00,09:12,Friday,Industrial,High,8.0,Shared,Clear,19.0
R019511,2025-05-14 12:28:00,12:28,Wednesday,Residential,Medium,9.0,Standard,Rainy,17.0
R019512,2025-05-10 06:50:00,06:50,Saturday,City_Center,Medium,22.0,Standard,Clear,10.0
R019513,2025-05-05 12:45:00,12:45,Monday,Airport,Medium,19.0,Standard,Rainy,16.0
R019514,2025-05-22 10:52:00,10:52,Thursday,Suburb,Medium,7.0,Standard,Rainy,16.0
R019515,2025-06-06 06:22:00,06:22,Friday,Industrial,Medium,3.0,Premium,Stormy,29.0
R019516,2025-06-02 19:22:00,19:22,Monday,City_Center,High,18.0,Premium,Clear,19.0
R019517,2025-05-10 14:26:00,14:26,Saturday,Industrial,Medium,9.0,Standard,Clear,19.0
R019518,2025-07-03 00:43:00,00:43,Thursday,Industrial,Low,2.0,Premium,Clear,20.0
R019519,2025-06-27 20:58:00,20:58,Friday,Suburb,Medium,22.0,Shared,Clear,16.0
R019520,2025-07-02 09:54:00,09:54,Wednesday,Airport,High,16.0,Standard,Clear,17.0
R019521,2025-06-04 06:54:00,06:54,Wednesday,Airport,Medium,10.0,Standard,Clear,17.0
R019522,2025-06-18 20:05:00,20:05,Wednesday,Mall,Medium,18.0,Premium,Clear,14.0
R019523,2025-05-28 21:18:00,21:18,Wednesday,University,Medium,12.0,Standard,Clear,15.0
R019524,2025-06-24 11:59:00,11:59,Tuesday,Suburb,Medium,12.0,Standard,Clear,15.0
R019525,2025-05-09 13:24:00,13:24,Friday,Industrial,Medium,5.0,Shared,Rainy,18.0
R019526,2025-07-14 00:12:00,00:12,Monday,Airport,Low,14.0,Standard,Clear,14.0
R019527,2025-06-14 09:10:00,09:10,Saturday,Mall,High,5.0,Premium,Rainy,23.0
R019528,2025-05-27 05:45:00,05:45,Tuesday,University,Low,7.0,Standard,Clear,16.0
R019529,2025-06-01 17:05:00,17:05,Sunday,City_Center,High,18.0,Standard,Rainy,23.0
R019530,2025-06-10 21:59:00,21:59,Tuesday,Residential,Medium,18.0,Standard,Stormy,20.0
R019531,2025-05-21 12:45:00,12:45,Wednesday,Industrial,Medium,8.0,Premium,Clear,13.0
R019532,2025-07-15 02:18:00,02:18,Tuesday,City_Center,Low,7.0,Premium,Clear,14.0
R019533,2025-05-07 04:22:00,04:22,Wednesday,City_Center,Low,5.0,Standard,Clear,17.0
R019534,2025-05-22 13:31:00,13:31,Thursday,Airport,Medium,20.0,Standard,Clear,14.0
R019535,2025-06-23 02:42:00,02:42,Monday,City_Center,Low,12.0,Standard,Clear,17.0
R019536,2025-07-06 05:48:00,05:48,Sunday,Residential,Low,6.0,Premium,Rainy,20.0
R019537,2025-07-15 16:20:00,16:20,Tuesday,Industrial,High,10.0,Shared,Clear,19.0
R019538,2025-06-27 12:35:00,12:35,Friday,Residential,Medium,13.0,Standard,Rainy,15.0
R019539,2025-07-16 17:25:00,17:25,Wednesday,Airport,High,28.0,Standard,Clear,14.0
R019540,2025-07-25 12:22:00,12:22,Friday,City_Center,Medium,20.0,Standard,Rainy,18.0
R019541,2025-07-03 11:23:00,11:23,Thursday,City_Center,Medium,16.0,Premium,Rainy,17.0
R019542,2025-06-11 15:07:00,15:07,Wednesday,City_Center,Medium,18.0,Standard,Rainy,18.0
R019543,2025-06-22 16:03:00,16:03,Sunday,City_Center,High,14.0,Shared,Rainy,19.0
R019544,2025-05-28 02:15:00,02:15,Wednesday,City_Center,Low,12.0,Standard,Clear,17.0
R019545,2025-06-27 14:19:00,14:19,Friday,Airport,Medium,14.0,Standard,Clear,16.0
R019546,2025-05-05 16:58:00,16:58,Monday,University,High,6.0,Standard,Rainy,20.0
R019547,2025-06-24 09:20:00,09:20,Tuesday,Residential,High,13.0,Premium,Clear,18.0
R019548,2025-06-29 15:48:00,15:48,Sunday,Residential,Medium,17.0,Standard,Clear,13.0
R019549,2025-06-14 00:39:00,00:39,Saturday,Airport,Low,11.0,Standard,Clear,15.0
R019550,2025-07-23 03:47:00,03:47,Wednesday,Residential,Low,7.0,Standard,Clear,14.0
R019551,2025-05-20 15:46:00,15:46,Tuesday,Residential,Medium,9.0,Premium,Rainy,20.0
R019552,2025-05-09 08:50:00,08:50,Friday,University,High,9.0,Standard,Rainy,19.0
R019553,2025-05-07 07:30:00,07:30,Wednesday,Mall,High,10.0,Shared,Clear,18.0
R019554,2025-05-07 09:07:00,09:07,Wednesday,City_Center,High,23.0,Premium,Clear,20.0
R019555,2025-07-29 06:34:00,06:34,Tuesday,University,Medium,16.0,Shared,Clear,13.0
R019556,2025-06-19 00:28:00,00:28,Thursday,Residential,Low,6.0,Standard,Rainy,22.0
R019557,2025-05-14 01:05:00,01:05,Wednesday,Suburb,Low,7.0,Standard,Rainy,20.0
R019558,2025-06-04 20:10:00,20:10,Wednesday,Suburb,Medium,16.0,Standard,Clear,20.0
R019559,2025-07-02 03:24:00,03:24,Wednesday,City_Center,Low,12.0,Standard,Rainy,17.0
R019560,2025-05-19 16:03:00,16:03,Monday,Industrial,High,5.0,Standard,Clear,21.0
R019561,2025-07-12 05:56:00,05:56,Saturday,University,Low,5.0,Shared,Clear,18.0
R019562,2025-06-28 00:40:00,00:40,Saturday,Industrial,Low,5.0,Premium,Clear,18.0
R019563,2025-07-21 18:30:00,18:30,Monday,Airport,High,18.0,Standard,Clear,17.0
R019564,2025-07-03 18:29:00,18:29,Thursday,City_Center,High,16.0,Standard,Clear,15.0
R019565,2025-07-04 00:59:00,00:59,Friday,Industrial,Low,4.0,Standard,Clear,19.0
R019566,2025-05-17 11:49:00,11:49,Saturday,Suburb,Medium,11.0,Standard,Clear,16.0
R019567,2025-07-25 04:17:00,04:17,Friday,Suburb,Low,6.0,Standard,Clear,19.0
R019568,2025-05-12 07:33:00,07:33,Monday,Residential,High,10.0,Standard,Clear,17.0
R019569,2025-06-24 11:50:00,11:50,Tuesday,Mall,Medium,13.0,Standard,Clear,15.0
R019570,2025-05-18 23:54:00,23:54,Sunday,University,Low,14.0,Standard,Clear,10.0
R019571,2025-07-05 11:38:00,11:38,Saturday,Mall,Medium,15.0,Premium,Clear,12.0
R019572,2025-05-24 16:20:00,16:20,Saturday,Suburb,High,10.0,Standard,Clear,22.0
R019573,2025-05-04 09:31:00,09:31,Sunday,Suburb,High,12.0,Standard,Clear,21.0
R019574,2025-07-26 03:58:00,03:58,Saturday,City_Center,Low,14.0,Premium,Rainy,19.0
R019575,2025-05-04 01:45:00,01:45,Sunday,Industrial,Low,3.0,Standard,Clear,17.0
R019576,2025-05-21 06:50:00,06:50,Wednesday,City_Center,Medium,17.0,Premium,Rainy,10.0
R019577,2025-05-27 05:40:00,05:40,Tuesday,University,Low,7.0,Standard,Clear,16.0
R019578,2025-05-11 00:06:00,00:06,Sunday,Mall,Low,6.0,Standard,Clear,15.0
R019579,2025-07-01 17:21:00,17:21,Tuesday,University,High,21.0,Standard,Rainy,18.0
R019580,2025-07-03 05:33:00,05:33,Thursday,Airport,Low,8.0,Standard,Clear,11.0
R019581,2025-07-27 15:48:00,15:48,Sunday,Residential,Medium,10.0,Standard,Clear,16.0
R019582,2025-05-27 07:31:00,07:31,Tuesday,Residential,High,13.0,Premium,Clear,17.0
R019583,2025-07-03 20:58:00,20:58,Thursday,Industrial,Medium,6.0,Standard,Clear,19.0
R019584,2025-06-05 00:58:00,00:58,Thursday,Industrial,Low,6.0,Standard,Clear,16.0
R019585,2025-07-01 12:51:00,12:51,Tuesday,Suburb,Medium,18.0,Shared,Clear,17.0
R019586,2025-06-16 03:56:00,03:56,Monday,City_Center,Low,17.0,Standard,Stormy,19.0
R019587,2025-07-05 05:08:00,05:08,Saturday,City_Center,Low,13.0,Standard,Clear,15.0
R019588,2025-06-10 11:42:00,11:42,Tuesday,Industrial,Medium,9.0,Standard,Clear,19.0
R019589,2025-07-29 19:32:00,19:32,Tuesday,Mall,High,20.0,Standard,Clear,24.0
R019590,2025-06-14 19:05:00,19:05,Saturday,Airport,High,14.0,Standard,Clear,16.0
R019591,2025-07-18 20:23:00,20:23,Friday,Suburb,Medium,9.0,Standard,Clear,14.0
R019592,2025-05-24 17:55:00,17:55,Saturday,City_Center,High,17.0,Standard,Rainy,20.0
R019593,2025-05-19 23:14:00,23:14,Monday,University,Low,8.0,Standard,Clear,11.0
R019594,2025-07-10 01:12:00,01:12,Thursday,Suburb,Low,4.0,Standard,Clear,18.0
R019595,2025-07-20 07:13:00,07:13,Sunday,Suburb,High,13.0,Standard,Rainy,22.0
R019596,2025-07-07 08:13:00,08:13,Monday,Suburb,High,14.0,Shared,Clear,19.0
R019597,2025-06-09 16:09:00,16:09,Monday,Mall,High,14.0,Standard,Clear,15.0
R019598,2025-07-03 03:26:00,03:26,Thursday,Industrial,Low,4.0,Standard,Clear,14.0
R019599,2025-06-21 14:44:00,14:44,Saturday,City_Center,Medium,16.0,Standard,Clear,12.0
R019600,2025-06-12 04:38:00,04:38,Thursday,City_Center,Low,19.0,Standard,Clear,13.0
R019601,2025-07-01 18:12:00,18:12,Tuesday,Suburb,High,13.0,Shared,Clear,24.0
R019602,2025-06-24 12:55:00,12:55,Tuesday,Suburb,Medium,9.0,Standard,Clear,18.0
R019603,2025-07-17 04:38:00,04:38,Thursday,University,Low,6.0,Standard,Rainy,20.0
R019604,2025-06-11 19:11:00,19:11,Wednesday,City_Center,High,24.0,Standard,Clear,16.0
R019605,2025-06-28 02:57:00,02:57,Saturday,Industrial,Low,6.0,Standard,Clear,17.0
R019606,2025-06-17 10:44:00,10:44,Tuesday,City_Center,Medium,26.0,Shared,Clear,9.0
R019607,2025-06-15 03:28:00,03:28,Sunday,Mall,Low,4.0,Standard,Rainy,22.0
R019608,2025-06-22 20:11:00,20:11,Sunday,Mall,Medium,12.0,Standard,Clear,11.0
R019609,2025-07-03 00:39:00,00:39,Thursday,City_Center,Low,7.0,Standard,Clear,13.0
R019610,2025-05-20 19:30:00,19:30,Tuesday,City_Center,High,21.0,Standard,Clear,19.0
R019611,2025-05-29 14:59:00,14:59,Thursday,City_Center,Medium,22.0,Standard,Clear,12.0
R019612,2025-06-23 19:22:00,19:22,Monday,Mall,High,16.0,Standard,Clear,20.0
R019613,2025-06-22 19:44:00,19:44,Sunday,Suburb,High,10.0,Standard,Clear,24.0
R019614,2025-07-29 17:49:00,17:49,Tuesday,Industrial,High,8.0,Standard,Rainy,25.0
R019615,2025-07-22 01:30:00,01:30,Tuesday,Industrial,Low,4.0,Standard,Clear,22.0
R019616,2025-05-08 00:18:00,00:18,Thursday,University,Low,5.0,Premium,Clear,13.0
R019617,2025-05-20 02:48:00,02:48,Tuesday,City_Center,Low,16.0,Standard,Clear,14.0
R019618,2025-07-04 23:31:00,23:31,Friday,Industrial,Low,6.0,Standard,Clear,11.0
R019619,2025-07-19 14:00:00,14:00,Saturday,City_Center,Medium,20.0,Premium,Clear,13.0
R019620,2025-06-27 18:12:00,18:12,Friday,Residential,High,15.0,Standard,Clear,19.0
R019621,2025-07-04 11:34:00,11:34,Friday,Mall,Medium,12.0,Standard,Stormy,21.0
R019622,2025-06-04 10:59:00,10:59,Wednesday,City_Center,Medium,19.0,Standard,Clear,9.0
R019623,2025-05-08 10:45:00,10:45,Thursday,Airport,Medium,14.0,Standard,Clear,11.0
R019624,2025-05-08 19:08:00,19:08,Thursday,Airport,High,21.0,Standard,Clear,21.0
R019625,2025-07-05 17:12:00,17:12,Saturday,Mall,High,14.0,Shared,Clear,19.0
R019626,2025-05-28 00:49:00,00:49,Wednesday,Residential,Low,7.0,Standard,Rainy,16.0
R019627,2025-06-13 09:34:00,09:34,Friday,City_Center,High,20.0,Premium,Rainy,15.0
R019628,2025-05-16 08:07:00,08:07,Friday,Airport,High,16.0,Standard,Clear,22.0
R019629,2025-07-14 19:43:00,19:43,Monday,Suburb,High,11.0,Premium,Rainy,22.0
R019630,2025-07-03 17:40:00,17:40,Thursday,Suburb,High,14.0,Standard,Rainy,19.0
R019631,2025-07-17 04:10:00,04:10,Thursday,Industrial,Low,2.0,Standard,Rainy,23.0
R019632,2025-06-06 17:34:00,17:34,Friday,Suburb,High,17.0,Standard,Rainy,22.0
R019633,2025-06-02 21:54:00,21:54,Monday,Residential,Medium,10.0,Standard,Clear,14.0
R019634,2025-05-08 10:17:00,10:17,Thursday,University,Medium,8.0,Standard,Clear,12.0
R019635,2025-06-03 12:13:00,12:13,Tuesday,Suburb,Medium,10.0,Standard,Clear,19.0
R019636,2025-05-13 15:42:00,15:42,Tuesday,City_Center,Medium,14.0,Standard,Clear,12.0
R019637,2025-05-16 01:01:00,01:01,Friday,University,Low,8.0,Standard,Rainy,17.0
R019638,2025-06-05 04:47:00,04:47,Thursday,Suburb,Low,4.0,Standard,Clear,16.0
R019639,2025-06-23 18:48:00,18:48,Monday,Mall,High,19.0,Shared,Rainy,24.0
R019640,2025-07-24 20:14:00,20:14,Thursday,Suburb,Medium,20.0,Standard,Clear,16.0
R019641,2025-07-20 08:39:00,08:39,Sunday,Suburb,High,10.0,Standard,Clear,22.0
R019642,2025-06-08 11:47:00,11:47,Sunday,Mall,Medium,12.0,Standard,Stormy,22.0
R019643,2025-06-22 16:22:00,16:22,Sunday,Residential,High,9.0,Standard,Clear,23.0
R019644,2025-06-03 07:14:00,07:14,Tuesday,Mall,High,11.0,Standard,Clear,13.0
R019645,2025-05-18 02:44:00,02:44,Sunday,Suburb,Low,4.0,Standard,Clear,19.0
R019646,2025-06-10 07:01:00,07:01,Tuesday,Industrial,High,12.0,Premium,Clear,21.0
R019647,2025-06-05 23:20:00,23:20,Thursday,Airport,Low,15.0,Standard,Rainy,10.0
R019648,2025-05-05 15:22:00,15:22,Monday,University,Medium,8.0,Standard,Clear,18.0
R019649,2025-05-28 09:28:00,09:28,Wednesday,Airport,High,12.0,Premium,Clear,20.0
R019650,2025-06-18 17:30:00,17:30,Wednesday,Suburb,High,7.0,Standard,Rainy,22.0
R019651,2025-07-08 18:21:00,18:21,Tuesday,City_Center,High,18.0,Standard,Clear,14.0
R019652,2025-07-07 01:05:00,01:05,Monday,City_Center,Low,8.0,Standard,Clear,13.0
R019653,2025-05-03 12:46:00,12:46,Saturday,University,Medium,9.0,Shared,Clear,14.0
R019654,2025-06-02 22:50:00,22:50,Monday,City_Center,Low,15.0,Premium,Clear,8.0
R019655,2025-06-26 05:11:00,05:11,Thursday,Suburb,Low,2.0,Standard,Clear,24.0
R019656,2025-06-21 14:25:00,14:25,Saturday,Residential,Medium,21.0,Standard,Clear,13.0
R019657,2025-07-06 15:09:00,15:09,Sunday,Mall,Medium,8.0,Standard,Clear,14.0
R019658,2025-07-11 09:11:00,09:11,Friday,City_Center,High,21.0,Standard,Rainy,16.0
R019659,2025-05-23 12:14:00,12:14,Friday,Mall,Medium,10.0,Premium,Rainy,16.0
R019660,2025-07-09 03:17:00,03:17,Wednesday,City_Center,Low,10.0,Standard,Stormy,19.0
R019661,2025-05-27 10:04:00,10:04,Tuesday,Industrial,Medium,5.0,Premium,Clear,19.0
R019662,2025-07-25 15:14:00,15:14,Friday,University,Medium,7.0,Premium,Rainy,16.0
R019663,2025-06-03 10:27:00,10:27,Tuesday,Suburb,Medium,5.0,Premium,Stormy,26.0
